Future,Close
3866.5,3837.00
3837,4062.20
4062.2,3920.40
3920.4,4398.00
4398,4356.00
4356,4638.70
4638.7,4524.60
4524.6,4883.80
4883.8,5658.30
5658.3,5621.80
5621.8,5636.20
5636.2,5718.90
5718.9,5842.40
5842.4,6429.20
6429.2,6435.00
6435,6446.10
6446.1,6427.10
6427.1,6412.00
6412,6474.00
6474,6565.30
6565.3,6502.80
6502.8,6459.70
6459.7,6478.20
6478.2,6386.20
6386.2,6424.70
6424.7,6400.50
6400.5,6365.90
6365.9,6325.70
6325.7,6335.00
6335,6486.10
6486.1,6494.20
6494.2,6510.00
6510,6507.00
6507,6530.70
6530.7,6528.70
6528.7,6555.80
6555.8,6583.00
6583,6572.20
6572.2,6512.00
6512,6574.10
6574.1,6686.60
6686.6,6705.30
6705.3,6699.80
6699.8,6326.80
6326.8,6321.70
6321.7,6291.30
6291.3,6239.10
6239.1,6618.00
6618,6650.80
6650.8,6669.60
6669.6,6611.00
6611,6596.30
6596.3,6639.10
6639.1,6584.20
6584.2,6507.80
6507.8,6549.90
6549.9,6608.20
6608.2,6635.20
6635.2,6603.90
6603.9,6636.00
6636,6689.20
6689.2,6468.10
6468.1,6445.10
6445.1,6584.10
6584.1,6704.10
6704.1,6729.60
6729.6,6766.70
6766.7,6489.20
6489.2,6390.40
6390.4,6342.00
6342,6251.90
6251.9,6500.20
6500.2,6519.00
6519,6483.70
6483.7,6482.90
6482.9,6338.00
6338,6293.90
6293.9,6321.00
6321,6238.50
6238.5,6184.30
6184.3,6390.90
6390.9,6514.00
6514,6706.80
6706.8,7377.50
7377.5,7264.20
7264.2,7293.90
7293.9,7189.60
7189.6,7033.80
7033.8,6993.70
6993.7,7029.10
7029.1,7074.60
7074.6,6897.60
6897.6,6712.70
6712.7,6734.80
6734.8,6680.40
6680.4,6521.20
6521.2,6359.60
6359.6,6482.20
6482.2,6268.10
6268.1,6481.50
6481.5,6379.10
6379.1,6581.70
6581.7,6306.70
6306.7,6256.90
6256.9,6190.20
6190.2,6255.30
6255.3,6313.00
6313,6231.60
6231.6,6152.30
6152.3,6538.80
6538.8,6283.60
6283.6,6724.90
6724.9,6943.60
6943.6,7027.10
7027.1,7014.30
7014.3,7419.00
7419,7535.60
7535.6,7606.40
7606.4,7729.40
7729.4,8177.10
8177.1,8215.60
8215.6,8234.10
8234.1,8187.40
8187.4,7937.00
7937,8173.70
8173.7,8407.00
8407,7723.00
7723,7412.30
7412.3,7408.70
7408.7,7339.40
7339.4,7477.50
7477.5,7383.60
7383.6,7322.00
7322,6729.90
6729.9,6362.90
6362.9,6254.80
6254.8,6230.20
6230.2,6250.60
6250.6,6389.10
6389.1,6307.20
6307.2,6667.10
6667.1,6714.80
6714.8,6765.50
6765.5,6617.70
6617.7,6546.50
6546.5,6598.40
6598.4,6513.50
6513.5,6619.50
6619.5,6366.80
6366.8,6398.90
6398.9,6213.30
6213.3,5883.50
5883.5,6154.90
6154.9,6082.10
6082.1,6256.60
6256.6,6154.60
6154.6,6167.30
6167.3,6055.70
6055.7,6728.00
6728,6765.40
6765.4,6752.40
6752.4,6719.80
6719.8,6460.30
6460.3,6505.80
6505.8,6410.30
6410.3,6647.10
6647.1,6312.30
6312.3,6558.20
6558.2,6885.90
6885.9,6775.10
6775.1,7515.80
7515.8,7622.10
7622.1,7697.80
7697.8,7661.00
7661,7631.50
7631.5,7504.30
7504.3,7729.30
7729.3,7646.60
7646.6,7530.80
7530.8,7502.60
7502.6,7400.10
7400.1,7467.70
7467.7,7119.30
7119.3,7366.70
7366.7,7361.30
7361.3,7477.70
7477.7,7592.90
7592.9,7512.30
7512.3,8006.00
8006,8403.30
8403.3,8529.00
8529,8245.10
8245.1,8245.70
8245.7,8063.00
8063,8344.40
8344.4,8477.00
8477,8674.10
8674.1,8693.50
8693.5,8459.50
8459.5,8408.30
8408.3,9025.70
9025.7,9319.10
9319.1,9196.40
9196.4,9431.60
9431.6,9656.40
9656.4,9853.50
9853.5,9708.60
9708.6,9749.70
9749.7,9243.20
9243.2,9074.90
9074.9,9245.10
9245.1,9415.10
9415.1,9352.40
9352.4,8940.90
8940.9,9287.00
9287,8873.10
8873.1,9645.30
9645.3,8952.80
8952.8,8806.70
8806.7,8923.10
8923.1,8867.00
8867,8290.80
8290.8,8178.40
8178.4,7908.60
7908.6,8070.00
8070,8363.60
8363.6,8004.40
8004.4,7887.40
7887.4,7926.60
7926.6,6962.10
6962.1,6854.80
6854.8,6781.90
6781.9,7030.50
7030.5,6905.70
6905.7,6624.30
6624.3,6782.00
6782,6808.90
6808.9,7424.20
7424.2,7068.40
7068.4,6825.20
6825.2,6938.20
6938.2,6853.70
6853.7,7129.20
7129.2,7954.90
7954.9,7801.70
7801.7,8143.50
8143.5,8473.20
8473.2,8547.40
8547.4,8916.80
8916.8,8726.20
8726.2,8905.90
8905.9,8912.60
8912.6,8616.80
8616.8,8201.20
8201.2,7874.90
7874.9,8289.20
8289.2,8264.40
8264.4,8210.60
8210.6,9154.90
9154.9,9137.40
9137.4,9529.60
9529.6,8762.00
8762,9217.00
9217,9300.00
9300,9902.90
9902.9,10675.10
10675.1,11330.60
11330.6,11416.50
11416.5,11402.30
11402.3,10827.70
10827.7,10904.50
10904.5,10333.90
10333.9,10594.40
10594.4,10285.10
10285.1,9585.20
9585.2,9704.30
9704.3,10170.40
10170.4,9841.70
9841.7,10473.00
10473,11238.70
11238.7,11169.40
11169.4,10398.80
10398.8,11073.50
11073.5,10178.70
10178.7,10037.30
10037.3,9476.30
9476.3,8539.20
8539.2,8903.50
8903.5,8081.90
8081.9,8559.60
8559.6,8699.80
8699.8,8164.20
8164.2,7594.70
7594.7,7701.20
7701.2,6938.50
6938.5,8222.20
8222.2,9241.10
9241.1,8893.20
8893.2,9181.10
9181.1,10265.40
10265.4,10166.00
10166,11244.80
11244.8,11795.10
11795.1,11467.50
11467.5,11118.10
11118.1,11203.00
11203,11452.30
11452.3,10903.20
10903.2,10864.80
10864.8,11594.90
11594.9,12858.90
12858.9,11580.20
11580.2,11245.40
11245.4,11192.30
11192.3,11362.00
11362,13697.50
13697.5,13695.20
13695.2,14292.20
14292.2,13886.70
13886.7,13535.40
13535.4,15043.00
15043,14778.50
14778.5,14976.20
14976.2,16228.20
16228.2,17172.30
17172.3,16954.80
16954.8,15180.10
15180.1,15156.60
15156.6,14754.10
14754.1,13444.90
13444.9,13850.40
13850.4,12531.50
12531.5,14392.60
14392.6,14398.70
14398.7,15416.60
15416.6,15756.60
15756.6,13833.50
13833.5,13790.00
13790,14396.50
14396.5,13665.00
13665,15632.10
15632.1,16462.00
16462,17523.70
17523.7,18972.30
18972.3,19065.70
19065.7,19345.50
19345.5,17604.80
17604.8,16467.90
16467.9,16286.80
16286.8,17083.90
17083.9,16732.50
16732.5,15059.60
15059.6,14843.40
14843.4,16047.60
16047.6,16850.30
16850.3,13749.60
13749.6,11667.10
11667.1,11623.90
11623.9,11246.20
11246.2,10912.70
10912.7,10861.50
10861.5,9946.80
9946.8,9837.90
9837.9,9906.00
9906,9733.20
9733.2,9318.40
9318.4,8754.70
8754.7,8200.80
8200.8,8013.40
8013.4,8234.50
8234.5,8100.00
8100,8244.70
8244.7,8042.60
8042.6,7780.90
7780.9,7700.00
7700,7853.70
7853.7,7283.20
7283.2,6597.10
6597.1,6522.50
6522.5,5878.10
5878.1,6339.90
6339.9,6565.80
6565.8,7129.60
7129.6,7444.40
7444.4,7102.80
7102.8,6959.20
6959.2,7389.50
7389.5,7363.80
7363.8,7152.10
7152.1,7024.80
7024.8,6737.80
6737.8,6451.20
6451.2,6124.30
6124.3,6147.50
6147.5,5726.60
5726.6,5764.60
5764.6,5887.60
5887.6,5734.00
5734,5513.10
5513.1,5903.60
5903.6,5982.90
5982.9,6006.60
6006.6,5993.10
5993.1,5698.60
5698.6,5575.80
5575.8,5598.60
5598.6,5759.30
5759.3,5688.10
5688.1,5824.70
5824.7,5637.30
5637.3,5432.60
5432.6,4824.20
4824.2,4763.40
4763.4,4777.50
4777.5,4611.70
4611.7,4435.80
4435.8,4371.90
4371.9,4321.40
4321.4,4218.70
4218.7,4314.20
4314.2,4401.30
4401.3,4403.10
4403.1,4360.60
4360.6,4172.80
4172.8,4195.60
4195.6,4212.20
4212.2,3892.70
3892.7,3932.80
3932.8,3667.50
3667.5,3788.00
3788,3600.80
3600.8,3617.30
3617.3,3882.20
3882.2,3908.00
3908,4100.30
4100.3,3689.60
3689.6,3698.90
3698.9,3713.80
3713.8,3243.10
3243.1,3870.30
3870.3,4158.90
4158.9,4217.90
4217.9,4245.90
4245.9,4335.10
4335.1,4326.50
4326.5,4635.60
4635.6,4618.70
4618.7,4409.10
4409.1,4267.50
4267.5,4612.90
4612.9,4573.80
4573.8,4921.90
4921.9,4735.10
4735.1,4583.00
4583,4597.30
4597.3,4390.30
4390.3,4345.80
4345.8,4352.30
4352.3,4364.40
4364.4,4318.40
4318.4,4141.10
4141.1,4089.70
4089.7,4005.10
4005.1,4066.60
4066.6,4150.50
4150.5,4105.40
4105.4,4278.90
4278.9,4387.40
4387.4,4161.70
4161.7,4327.90
4327.9,4062.60
4062.6,3871.60
3871.6,3654.40
3654.4,3425.70
3425.7,3348.80
3348.8,3429.40
3429.4,3401.90
3401.9,3232.00
3232,3262.80
3262.8,2878.50
2878.5,2810.00
2810,2720.50
2720.5,2747.00
2747,2883.30
2883.3,2766.50
2766.5,2733.50
2733.5,2806.80
2806.8,2691.90
2691.9,2559.20
2559.2,2582.60
2582.6,2763.40
2763.4,2756.60
2756.6,2836.50
2836.5,2675.10
2675.1,2866.00
2866,2282.60
2282.6,2320.20
2320.2,2233.40
2233.4,1914.10
1914.1,1975.10
1975.1,2234.20
2234.2,2362.40
2362.4,2403.10
2403.1,2324.30
2324.3,2344.00
2344,2511.40
2511.4,2564.90
2564.9,2513.90
2513.9,2614.20
2614.2,2627.90
2627.9,2617.30
2617.3,2572.50
2572.5,2536.50
2536.5,2424.60
2424.6,2480.60
2480.6,2558.40
2558.4,2577.70
2577.7,2583.80
2583.8,2446.10
2446.1,2541.60
2541.6,2590.10
2590.1,2710.40
2710.4,2722.80
2722.8,2677.60
2677.6,2754.40
2754.4,2616.80
2616.8,2539.60
2539.6,2655.10
2655.1,2508.60
2508.6,2442.50
2442.5,2467.30
2467.3,2713.00
2713,2656.80
2656.8,2973.40
2973.4,2900.30
2900.3,2811.40
2811.4,2798.80
2798.8,2691.50
2691.5,2870.50
2870.5,2705.00
2705,2524.10
2524.1,2545.40
2545.4,2492.60
2492.6,2412.60
2412.6,2303.30
2303.3,2192.60
2192.6,2278.20
2278.2,2189.00
2189,2052.40
2052.4,2244.90
2244.9,2307.20
2307.2,2445.30
2445.3,2272.60
2272.6,2124.40
2124.4,2044.20
2044.2,2040.20
2040.2,1962.00
1962,1881.00
1881,1801.30
1801.3,1729.30
1729.3,1708.90
1708.9,1772.60
1772.6,1763.70
1763.7,1686.40
1686.4,1819.30
1819.3,1752.30
1752.3,1697.50
1697.5,1664.50
1664.5,1554.40
1554.4,1545.30
1545.3,1507.80
1507.8,1516.80
1516.8,1485.60
1485.6,1445.90
1445.9,1415.80
1415.8,1351.90
1351.9,1336.30
1336.3,1329.60
1329.6,1332.90
1332.9,1286.60
1286.6,1264.30
1264.3,1248.20
1248.2,1249.10
1249.1,1240.90
1240.9,1249.60
1249.6,1238.10
1238.1,1215.20
1215.2,1206.10
1206.1,1194.00
1194,1176.80
1176.8,1177.00
1177,1177.30
1177.3,1176.20
1176.2,1212.50
1212.5,1220.70
1220.7,1206.70
1206.7,1204.30
1204.3,1180.80
1180.8,1190.50
1190.5,1188.70
1188.7,1129.90
1129.9,1141.80
1141.8,1147.60
1147.6,1097.40
1097.4,1086.10
1086.1,1079.10
1079.1,1037.90
1037.9,1041.90
1041.9,1044.40
1044.4,1045.10
1045.1,969.40
969.4,966.30
966.3,939.70
939.7,1035.00
1035,1044.70
1044.7,1121.30
1121.3,1047.50
1047.5,1022.60
1022.6,971.40
971.4,1071.70
1071.7,1172.90
1172.9,1253.40
1253.4,1243.10
1243.1,1238.20
1238.2,1225.10
1225.1,1179.20
1179.2,1112.40
1112.4,1191.30
1191.3,1147.00
1147,1232.70
1232.7,1277.00
1277,1271.20
1271.2,1264.30
1264.3,1283.30
1283.3,1255.50
1255.5,1222.70
1222.7,1189.30
1189.3,1188.80
1188.8,1171.60
1171.6,1149.10
1149.1,1176.50
1176.5,1171.90
1171.9,1120.50
1120.5,1119.00
1119,1077.60
1077.6,1048.90
1048.9,1052.30
1052.3,1049.40
1049.4,1031.90
1031.9,1008.20
1008.2,1008.30
1008.3,995.40
995.4,996.50
996.5,1008.30
1008.3,997.60
997.6,979.00
979,1055.50
1055.5,1049.60
1049.6,1024.70
1024.7,1016.10
1016.1,1031.80
1031.8,1013.00
1013,1004.00
1004,982.40
982.4,965.50
965.5,920.70
920.7,914.50
914.5,918.50
918.5,918.00
918,915.60
915.6,894.40
894.4,893.80
893.8,921.50
921.5,918.80
918.8,919.80
919.8,892.90
892.9,895.20
895.2,872.00
872,899.70
899.7,827.30
827.3,821.20
821.2,819.60
819.6,824.80
824.8,810.10
810.1,785.40
785.4,904.40
904.4,899.80
899.8,900.90
900.9,888.90
888.9,886.20
886.2,989.30
989.3,1135.40
1135.4,1033.30
1033.3,1017.00
1017,995.40
995.4,963.40
963.4,959.00
959,971.10
971.1,972.20
972.2,925.80
925.8,898.40
898.4,891.10
891.1,891.10
891.1,917.20
917.2,860.20
860.2,829.20
829.2,799.10
799.1,789.80
789.8,789.00
789,787.20
787.2,782.00
782,775.20
775.2,776.50
776.5,778.70
778.7,778.50
778.5,767.90
767.9,774.00
774,770.50
770.5,768.50
768.5,765.60
765.6,758.20
758.2,754.30
754.3,766.40
766.4,764.20
764.2,770.90
770.9,752.60
752.6,742.50
742.5,732.60
732.6,733.30
733.3,729.40
729.4,734.10
734.1,740.40
740.4,735.30
735.3,741.10
741.1,749.30
749.3,736.20
736.2,728.50
728.5,747.90
747.9,747.00
747,737.50
737.5,740.30
740.3,711.10
711.1,704.60
704.6,702.00
702,704.30
704.3,715.00
715,714.60
714.6,721.40
721.4,710.90
710.9,705.40
705.4,709.90
709.9,702.10
702.1,702.10
702.1,684.90
684.9,733.50
733.5,726.80
726.8,698.70
698.7,697.30
697.3,715.00
715,686.20
686.2,682.30
682.3,674.70
674.7,651.00
651,650.50
650.5,653.00
653,655.50
655.5,630.50
630.5,628.30
628.3,629.10
629.1,635.30
635.3,637.40
637.4,640.10
640.1,637.00
637,637.90
637.9,635.60
635.6,636.00
636,640.50
640.5,617.30
617.3,615.80
615.8,617.70
617.7,616.00
616,611.00
611,611.80
611.8,609.00
609,611.60
611.6,610.70
610.7,613.40
613.4,608.10
608.1,604.70
604.7,604.70
604.7,605.50
605.5,606.50
606.5,601.50
601.5,602.60
602.6,602.90
602.9,595.60
595.6,597.20
597.2,609.20
609.2,609.80
609.8,610.70
610.7,607.10
607.1,607.80
607.8,608.10
608.1,609.50
609.5,608.60
608.6,608.00
608,605.60
605.6,624.50
624.5,623.20
623.2,625.60
625.6,613.20
613.2,610.40
610.4,605.80
605.8,609.50
609.5,598.80
598.8,575.30
575.3,572.00
572,573.90
573.9,577.30
577.3,574.20
574.2,575.00
575,570.30
570.3,579.40
579.4,578.00
578,579.70
579.7,583.60
583.6,587.50
587.5,580.70
580.7,582.60
582.6,574.60
574.6,573.40
573.4,572.30
572.3,580.20
580.2,567.00
567,569.10
569.1,584.60
584.6,587.10
587.1,587.80
587.8,590.90
590.9,585.30
585.3,589.20
589.2,590.80
590.8,586.50
586.5,574.70
574.7,576.20
576.2,566.40
566.4,513.40
513.4,607.00
607,621.90
621.9,654.70
654.7,655.40
655.4,654.10
654.1,654.50
654.5,654.40
654.4,654.00
654,659.30
659.3,655.20
655.2,651.10
651.1,664.60
664.6,664.40
664.4,671.10
671.1,670.40
670.4,676.30
676.3,660.70
660.7,664.20
664.2,657.30
657.3,661.20
661.2,670.60
670.6,646.70
646.7,647.10
647.1,651.80
651.8,662.80
662.8,635.30
635.3,672.70
672.7,663.70
663.7,675.20
675.2,661.60
661.6,698.10
698.1,674.60
674.6,670.00
670,636.50
636.5,644.90
644.9,644.70
644.7,625.40
625.4,663.50
663.5,656.90
656.9,620.80
620.8,590.60
590.6,667.40
667.4,734.00
734,761.00
761,753.80
753.8,743.90
743.9,761.20
761.2,690.80
690.8,685.10
685.1,700.10
700.1,666.50
666.5,591.60
591.6,577.90
577.9,574.70
574.7,580.50
580.5,575.60
575.6,583.60
583.6,574.90
574.9,572.00
572,567.00
567,537.10
537.1,537.40
537.4,528.90
528.9,532.30
532.3,516.00
516,524.20
524.2,474.00
474,453.30
453.3,449.80
449.8,446.10
446.1,443.70
443.7,439.60
439.6,443.60
443.6,442.10
442.1,442.70
442.7,454.20
454.2,453.30
453.3,454.90
454.9,458.10
458.1,456.40
456.4,455.40
455.4,454.40
454.4,452.50
452.5,449.40
449.4,460.40
460.4,457.90
457.9,458.50
458.5,459.60
459.6,448.10
448.1,445.80
445.8,450.30
450.3,444.20
444.2,452.20
452.2,448.50
448.5,455.00
455,448.50
448.5,447.00
447,466.00
466,461.70
461.7,457.60
457.6,450.10
450.1,445.30
445.3,449.30
449.3,441.20
441.2,434.90
434.9,427.70
427.7,426.30
426.3,430.00
430,428.70
428.7,424.00
424,423.50
423.5,424.70
424.7,421.40
421.4,420.30
420.3,418.00
418,417.70
417.7,420.10
420.1,421.30
421.3,422.10
422.1,419.30
419.3,419.10
419.1,418.50
418.5,415.60
415.6,415.70
415.7,412.40
412.4,415.00
415,422.20
422.2,424.60
424.6,416.50
416.5,415.70
415.7,414.70
414.7,417.00
417,416.20
416.2,411.10
411.1,411.50
411.5,408.70
408.7,408.20
408.2,418.20
418.2,415.90
415.9,415.10
415.1,414.30
414.3,412.40
412.4,410.40
410.4,419.10
419.1,415.80
415.8,412.80
412.8,411.90
411.9,414.90
414.9,406.00
406,399.00
399,409.50
409.5,419.60
419.6,425.40
425.4,434.00
434,436.20
436.2,432.50
432.5,431.30
431.3,427.30
427.3,423.50
423.5,422.70
422.7,419.90
419.9,437.80
437.8,437.90
437.9,440.10
440.1,420.00
420,421.40
421.4,417.10
417.1,406.40
406.4,401.10
401.1,405.50
405.5,390.10
390.1,384.00
384,379.50
379.5,381.90
381.9,375.30
375.3,372.60
372.6,377.90
377.9,376.70
376.7,386.50
386.5,390.60
390.6,368.00
368,373.90
373.9,372.20
372.2,369.80
369.8,377.80
377.8,380.30
380.3,379.70
379.7,395.00
395,389.80
389.8,392.80
392.8,402.10
402.1,388.60
388.6,382.60
382.6,410.20
410.2,414.60
414.6,379.50
379.5,384.40
384.4,382.50
382.5,385.00
385,372.30
372.3,429.10
429.1,432.20
432.2,445.00
445,447.70
447.7,446.20
446.2,448.30
448.3,452.90
452.9,457.00
457,430.80
430.8,431.20
431.2,433.30
433.3,430.70
430.7,433.70
433.7,434.00
434,430.00
430,427.10
427.1,431.90
431.9,421.80
421.8,422.40
422.4,415.40
415.4,454.00
454,453.00
453,442.40
442.4,437.00
437,437.60
437.6,441.80
441.8,461.20
461.2,463.20
463.2,455.50
455.5,454.00
454,462.60
462.6,442.00
442,434.70
434.7,432.30
432.3,449.80
449.8,415.50
415.5,416.00
416,410.70
410.7,394.30
394.3,393.40
393.4,386.70
386.7,361.70
361.7,360.30
360.3,360.00
360,361.80
361.8,378.00
378,370.80
370.8,355.80
355.8,359.50
359.5,353.70
353.7,327.50
327.5,318.40
318.4,322.10
322.1,322.80
322.8,324.70
324.7,321.10
321.1,325.00
325,335.90
335.9,333.90
333.9,330.20
330.2,317.50
317.5,331.80
331.8,333.80
333.8,333.90
333.9,304.70
304.7,336.70
336.7,380.20
380.2,371.60
371.6,385.10
385.1,369.80
369.8,382.70
382.7,400.90
400.9,396.50
396.5,359.30
359.3,323.00
323,311.20
311.2,327.10
327.1,313.60
313.6,303.50
303.5,294.70
294.7,285.10
285.1,287.90
287.9,282.60
282.6,276.90
276.9,274.40
274.4,267.10
267.1,269.80
269.8,263.80
263.8,261.70
261.7,269.60
269.6,262.90
262.9,254.40
254.4,252.30
252.3,248.80
248.8,245.40
245.4,247.60
247.6,245.40
245.4,244.00
244,242.60
242.6,243.00
243,246.10
246.1,240.10
240.1,238.30
238.3,238.60
238.6,236.70
236.7,237.10
237.1,235.90
235.9,236.70
236.7,238.90
238.9,232.50
232.5,234.30
234.3,235.00
235,233.80
233.8,229.90
229.9,230.00
230,226.30
226.3,231.10
231.1,231.10
231.1,232.20
232.2,232.70
232.7,228.60
228.6,229.50
229.5,229.90
229.9,230.20
230.2,235.60
235.6,239.90
239.9,238.10
238.1,237.40
237.4,243.20
243.2,239.60
239.6,239.90
239.9,233.70
233.7,230.30
230.3,226.20
226.2,228.60
228.6,227.20
227.2,229.50
229.5,228.40
228.4,228.50
228.5,231.60
231.6,222.70
222.7,225.00
225,220.50
220.5,211.40
211.4,226.80
226.8,229.50
229.5,232.40
232.4,234.70
234.7,226.00
226,246.70
246.7,257.10
257.1,257.10
257.1,260.50
260.5,265.00
265,263.40
263.4,267.70
267.7,269.00
269,263.30
263.3,263.90
263.9,258.60
258.6,277.90
277.9,278.00
278,281.70
281.7,284.30
284.3,281.60
281.6,281.40
281.4,280.50
280.5,283.70
283.7,287.00
287,288.40
288.4,293.70
293.7,293.00
293,291.80
291.8,288.70
288.7,288.40
288.4,275.50
275.5,276.50
276.5,275.10
275.1,277.70
277.7,273.20
273.2,274.00
274,279.60
279.6,276.60
276.6,283.40
283.4,287.00
287,290.40
290.4,310.40
310.4,292.00
292,283.60
283.6,269.10
269.1,268.60
268.6,266.20
266.2,269.10
269.1,270.10
270.1,260.50
260.5,255.40
255.4,254.90
254.9,257.60
257.6,264.10
264.1,257.00
257,248.90
248.9,250.70
250.7,242.90
242.9,242.60
242.6,240.60
240.6,243.80
243.8,247.50
247.5,244.10
244.1,245.00
245,244.10
244.1,248.40
248.4,247.40
247.4,249.80
249.8,237.00
237,233.80
233.8,232.50
232.5,230.50
230.5,229.90
229.9,228.80
228.8,229.60
229.6,228.60
228.6,223.50
223.5,224.70
224.7,225.30
225.3,224.20
224.2,225.60
225.6,225.70
225.7,223.10
223.1,229.80
229.8,233.20
233.2,237.00
237,237.30
237.3,237.30
237.3,237.80
237.8,237.40
237.4,241.00
241,238.90
238.9,240.40
240.4,235.40
235.4,234.00
234,232.00
232,232.60
232.6,236.30
236.3,236.20
236.2,237.20
237.2,236.90
236.9,236.40
236.4,241.60
241.6,241.80
241.8,240.00
240,241.40
241.4,243.70
243.7,237.70
237.7,230.00
230,235.80
235.8,239.00
239,240.00
240,235.30
235.3,233.20
233.2,235.80
235.8,225.40
225.4,225.80
225.8,229.00
229,218.70
218.7,226.10
226.1,231.10
231.1,235.40
235.4,233.80
233.8,233.70
233.7,224.20
224.2,223.00
223,223.40
223.4,222.60
222.6,228.00
228,223.00
223,218.00
218,223.60
223.6,235.90
235.9,236.50
236.5,234.70
234.7,243.30
243.3,244.60
244.6,253.00
253,255.00
255,259.60
259.6,252.90
252.9,254.50
254.5,252.60
252.6,246.20
246.2,244.10
244.1,246.80
246.8,242.10
242.1,252.00
252,247.20
247.2,248.00
248,246.40
246.4,246.70
246.7,265.50
265.5,268.60
268.6,259.70
259.7,261.80
261.8,260.90
260.9,255.90
255.9,285.40
285.4,290.40
290.4,284.90
284.9,281.60
281.6,287.20
287.2,293.90
293.9,295.60
295.6,291.40
291.4,290.00
290,274.50
274.5,274.90
274.9,272.60
272.6,275.20
275.2,271.90
271.9,280.60
280.6,273.80
273.8,257.90
257.9,254.10
254.1,253.50
253.5,236.50
236.5,237.30
237.3,238.90
238.9,238.80
238.8,235.70
235.7,244.40
244.4,244.50
244.5,241.90
241.9,235.20
235.2,243.20
243.2,235.80
235.8,233.30
233.3,258.60
258.6,236.20
236.2,221.80
221.8,218.80
218.8,219.70
219.7,220.30
220.3,223.70
223.7,227.70
227.7,223.00
223,216.50
216.5,226.60
226.6,227.40
227.4,238.90
238.9,225.30
225.3,218.50
218.5,231.80
231.8,234.00
234,236.20
236.2,263.30
263.3,269.20
269.2,252.10
252.1,248.20
248.2,232.20
232.2,232.70
232.7,228.20
228.2,210.60
210.6,215.90
215.9,210.60
210.6,199.60
199.6,206.90
206.9,209.80
209.8,164.90
164.9,221.30
221.3,269.30
269.3,264.80
264.8,273.40
273.4,288.00
288,282.70
282.7,291.30
291.3,282.30
282.3,274.80
274.8,264.70
264.7,287.10
287.1,315.20
315.2,314.90
314.9,318.20
318.2,311.30
311.3,314.10
314.1,316.50
316.5,315.30
315.3,330.00
330,319.00
319,322.40
322.4,335.30
335.3,330.80
330.8,322.60
322.6,330.40
330.4,317.80
317.8,310.30
310.3,320.00
320,330.20
330.2,345.40
345.4,349.40
349.4,348.20
348.2,353.40
353.4,347.70
347.7,347.90
347.9,352.20
352.2,365.00
365,376.50
376.5,376.30
376.3,377.60
377.6,369.80
369.8,377.00
377,380.60
380.6,378.60
378.6,374.90
374.9,376.30
376.3,377.60
377.6,368.80
368.8,365.40
365.4,376.40
376.4,378.90
378.9,365.90
365.9,352.00
352,351.80
351.8,357.30
357.3,381.40
381.4,379.20
379.2,384.70
384.7,385.60
385.6,374.90
374.9,396.50
396.5,428.70
428.7,432.00
432,365.40
365.4,367.10
367.1,362.00
362,343.50
343.5,341.90
341.9,347.70
347.7,338.00
338,328.00
328,324.20
324.2,322.50
322.5,325.40
325.4,337.90
337.9,344.90
344.9,335.10
335.1,351.10
351.1,350.10
350.1,348.70
348.7,346.70
346.7,355.10
355.1,355.80
355.8,378.90
378.9,382.40
382.4,380.40
380.4,387.30
387.3,390.90
390.9,380.50
380.5,379.80
379.8,393.20
393.2,397.10
397.1,387.30
387.3,373.20
373.2,361.20
361.2,361.70
361.7,360.90
360.9,350.90
350.9,331.60
331.6,331.50
331.5,322.90
322.9,335.30
335.3,363.50
363.5,375.10
375.1,382.80
382.8,388.20
388.2,376.80
376.8,379.10
379.1,399.00
399,404.50
404.5,412.30
412.3,423.80
423.8,436.90
436.9,404.10
404.1,401.60
401.6,411.50
411.5,397.70
397.7,424.30
424.3,461.10
461.1,466.80
466.8,477.70
477.7,477.70
477.7,478.20
478.2,477.70
477.7,478.50
478.5,479.70
479.7,474.90
474.9,475.70
475.7,485.80
485.8,484.50
484.5,483.60
483.6,491.00
491,480.00
480,478.90
478.9,477.20
477.2,481.80
481.8,506.00
506,512.60
512.6,510.80
510.8,515.20
515.2,512.60
512.6,502.90
502.9,509.70
509.7,497.70
497.7,516.10
516.1,517.90
517.9,516.80
516.8,485.10
485.1,462.20
462.2,485.50
485.5,522.00
522,496.50
496.5,504.80
504.8,542.10
542.1,567.70
567.7,575.90
575.9,592.10
592.1,589.50
589.5,595.80
595.8,592.80
592.8,589.80
589.8,588.80
588.8,592.80
592.8,588.90
588.9,591.70
591.7,598.80
598.8,589.50
589.5,564.60
564.6,585.80
585.8,587.90
587.9,595.00
595,596.00
596,600.50
600.5,601.90
601.9,621.70
621.7,622.50
622.5,625.10
625.1,621.00
621,627.00
627,627.50
627.5,626.60
626.6,614.80
614.8,619.60
619.6,618.30
618.3,628.00
628,635.90
635.9,632.90
632.9,618.40
618.4,623.00
623,615.30
615.3,613.60
613.6,626.70
626.7,623.00
623,624.00
624,638.00
638,645.70
645.7,643.20
643.2,635.10
635.1,601.10
601.1,597.60
597.6,602.20
602.2,582.70
582.7,568.50
568.5,588.80
588.8,591.20
591.2,603.60
603.6,597.00
597,590.80
590.8,600.20
600.2,606.20
606.2,605.10
605.1,599.10
599.1,582.30
582.3,583.40
583.4,610.30
610.3,597.10
597.1,643.00
643,655.60
655.6,644.30
644.3,651.00
651,651.70
