Future,Close
36687.6,37298.60
37298.6,35652.80
35652.8,34584.60
34584.6,35662.50
35662.5,38417.30
38417.3,39249.20
39249.2,38378.30
38378.3,38750.60
38750.6,34679.70
34679.7,37448.30
37448.3,37297.40
37297.4,40717.20
40717.2,36720.50
36720.5,42897.30
42897.3,43541.30
43541.3,46426.40
46426.4,46708.80
46708.8,49839.80
49839.8,49704.60
49704.6,49384.20
49384.2,56695.70
56695.7,55848.90
55848.9,58238.30
58238.3,58840.10
58840.1,57337.20
57337.2,56405.40
56405.4,57441.30
57441.3,53741.50
53741.5,57169.80
57169.8,56603.80
56603.8,57807.10
57807.1,57720.30
57720.3,53560.80
53560.8,54841.40
54841.4,55036.50
55036.5,54020.50
54020.5,48963.60
48963.6,50088.90
50088.9,51143.60
51143.6,51729.50
51729.5,53820.20
53820.2,56483.20
56483.2,55646.10
55646.1,56207.10
56207.1,60041.90
60041.9,61379.70
61379.7,63216.00
63216,62980.40
62980.4,63540.90
63540.9,59863.80
59863.8,59978.70
59978.7,59748.40
59748.4,58118.70
58118.7,58077.40
58077.4,55948.70
55948.7,57996.30
57996.3,58993.40
58993.4,58199.90
58199.9,57059.90
57059.9,58977.30
58977.3,58718.30
58718.3,58763.70
58763.7,58771.30
58771.3,57616.20
57616.2,55765.20
55765.2,55862.90
55862.9,55036.10
55036.1,51322.30
51322.3,52325.40
52325.4,54452.50
54452.5,54158.30
54158.3,57383.80
57383.8,58093.40
58093.4,58088.00
58088,57656.00
57656,58913.50
58913.5,56889.70
56889.7,55791.30
55791.3,59113.70
59113.7,61195.30
61195.3,57265.10
57265.1,57799.50
57799.5,55851.90
55851.9,54879.00
54879,52311.00
52311,50982.30
50982.3,48855.60
48855.6,48792.50
48792.5,48428.00
48428,50395.10
50395.1,48424.20
48424.2,49595.50
49595.5,45164.00
45164,46136.70
46136.7,46345.60
46345.6,46928.50
46928.5,49697.50
49697.5,48911.20
48911.2,54111.80
54111.8,57433.80
57433.8,55923.70
55923.7,55906.60
55906.6,51582.20
51582.2,52079.20
52079.2,49169.70
49169.7,47936.30
47936.3,48643.40
48643.4,47168.70
47168.7,47371.70
47371.7,47990.70
47990.7,44836.00
44836,46508.60
46508.6,46395.70
46395.7,38852.90
38852.9,39256.60
39256.6,38297.60
38297.6,36982.10
36982.1,37646.80
37646.8,35485.20
35485.2,33515.70
33515.7,33108.10
33108.1,34283.10
34283.1,34301.80
34301.8,33374.80
33374.8,30404.00
30404,32502.10
32502.1,32252.30
32252.3,32241.30
32241.3,32088.90
32088.9,33000.50
33000.5,30842.10
30842.1,35476.30
35476.3,36002.90
36002.9,36613.20
36613.2,35839.60
35839.6,36019.50
36019.5,36845.80
36845.8,39175.70
39175.7,37382.20
37382.2,34076.10
34076.1,35544.30
35544.3,38192.20
38192.2,40151.90
40151.9,40599.30
40599.3,39460.20
39460.2,36793.20
36793.2,33991.50
33991.5,32022.60
32022.6,32958.90
32958.9,32193.30
32193.3,29359.90
29359.9,28949.40
28949.4,28868.70
28868.7,27376.00
27376,27057.80
27057.8,26261.30
26261.3,26454.40
26454.4,24689.60
24689.6,23736.50
23736.5,23257.90
23257.9,23823.20
23823.2,22728.50
22728.5,23474.90
23474.9,23844.00
23844,23127.90
23127.9,22825.40
22825.4,21352.20
21352.2,19434.90
19434.9,19273.80
19273.8,19176.80
19176.8,18808.90
18808.9,18023.60
18023.6,18247.20
18247.2,18546.00
18546,18326.60
18326.6,19170.70
19170.7,19379.90
19379.9,19146.50
19146.5,18658.10
18658.1,19433.30
19433.3,19218.80
19218.8,18770.70
18770.7,19698.10
19698.1,18185.50
18185.5,17730.70
17730.7,17127.10
17127.1,17162.00
17162,18723.00
18723,19152.60
19152.6,18379.60
18379.6,18412.90
18412.9,18687.20
18687.2,18675.20
18675.2,17803.50
17803.5,17774.60
17774.6,17662.30
17662.3,16715.80
16715.8,15953.00
15953,16071.00
16071,16324.20
16324.2,16294.70
16294.7,15695.80
15695.8,15303.60
15303.6,15327.20
15327.2,15483.70
15483.7,14828.40
14828.4,15577.90
15577.9,15587.10
15587.1,14145.60
14145.6,14019.90
14019.9,13561.40
13561.4,13759.40
13759.4,13797.30
13797.3,13559.90
13559.9,13457.20
13457.2,13278.90
13278.9,13657.80
13657.8,13061.60
13061.6,13032.20
13032.2,13117.20
13117.2,12934.10
12934.1,12974.60
12974.6,12808.70
12808.7,11913.50
11913.5,11753.40
11753.4,11506.90
11506.9,11362.10
11362.1,11322.00
11322,11503.00
11503,11420.40
11420.4,11423.80
11423.8,11533.90
11533.9,11371.00
11371,11298.40
11298.4,11054.20
11054.2,10924.10
10924.1,10670.90
10670.9,10602.60
10602.6,10789.50
10789.5,10672.90
10672.9,10544.20
10544.2,10572.30
10572.3,10620.50
10620.5,10776.10
10776.1,10840.90
10840.9,10693.20
10693.2,10776.20
10776.2,10727.90
10727.9,10688.80
10688.8,10739.40
10739.4,10237.30
10237.3,10531.50
10531.5,10416.80
10416.8,10921.50
10921.5,11081.80
11081.8,10933.00
10933,10941.30
10941.3,10949.50
10949.5,10785.30
10785.3,10675.30
10675.3,10326.00
10326,10441.90
10441.9,10390.20
10390.2,10339.70
10339.7,10224.60
10224.6,10126.60
10126.6,10376.90
10376.9,10296.40
10296.4,10092.20
10092.2,10472.50
10472.5,10168.80
10168.8,11413.30
11413.3,11914.90
11914.9,11644.20
11644.2,11702.00
11702,11468.10
11468.1,11527.40
11527.4,11327.40
11327.4,11462.30
11462.3,11324.80
11324.8,11753.50
11753.5,11641.60
11641.6,11661.30
11661.3,11529.20
11529.2,11856.90
11856.9,11750.20
11750.2,11947.60
11947.6,12282.60
12282.6,11899.00
11899,11845.30
11845.3,11750.80
11750.8,11770.90
11770.9,11557.20
11557.2,11390.40
11390.4,11889.20
11889.2,11681.20
11681.2,11764.30
11764.3,11592.00
11592,11757.10
11757.1,11735.10
11735.1,11184.70
11184.7,11224.40
11224.4,11066.80
11066.8,11803.10
11803.1,11333.40
11333.4,11096.20
11096.2,11105.90
11105.9,10908.50
10908.5,11022.80
11022.8,9932.50
9932.5,9704.10
9704.1,9546.40
9546.4,9599.60
9599.6,9513.70
9513.7,9387.30
9387.3,9162.40
9162.4,9208.00
9208,9170.20
9170.2,9155.80
9155.8,9135.30
9135.3,9198.70
9198.7,9253.40
9253.4,9243.60
9243.6,9300.80
9300.8,9233.30
9233.3,9285.10
9285.1,9235.70
9235.7,9429.90
9429.9,9256.00
9256,9339.00
9339,9081.00
9081,9134.40
9134.4,9067.10
9067.1,9085.10
9085.1,9229.90
9229.9,9135.40
9135.4,9185.40
9185.4,9124.00
9124,9008.30
9008.3,9160.00
9160,9247.50
9247.5,9302.00
9302,9624.60
9624.6,9683.70
9683.7,9296.40
9296.4,9358.80
9358.8,9314.00
9314,9388.10
9388.1,9464.60
9464.6,9523.50
9523.5,9425.40
9425.4,9345.30
9345.3,9471.30
9471.3,9466.60
9466.6,9283.20
9283.2,9878.80
9878.8,9768.80
9768.8,9777.90
9777.9,9742.60
9742.6,9669.60
9669.6,9631.20
9631.2,9794.40
9794.4,9667.20
9667.2,9527.60
9527.6,10189.30
10189.3,9454.80
9454.8,9692.50
9692.5,9424.80
9424.8,9572.20
9572.2,9199.10
9199.1,8842.50
8842.5,8898.20
8898.2,8728.20
8728.2,9177.00
9177,9169.70
9169.7,9059.00
9059,9512.30
9512.3,9773.30
9773.3,9730.70
9730.7,9677.70
9677.7,9379.50
9379.5,9318.00
9318,9778.40
9778.4,9298.70
9298.7,8813.80
8813.8,8579.80
8579.8,8738.80
8738.8,9554.60
9554.6,9806.20
9806.2,9979.80
9979.8,9151.40
9151.4,9001.00
9001,8874.70
8874.7,8885.50
8885.5,8966.30
8966.3,8821.60
8821.6,8629.00
8629,8770.90
8770.9,7746.90
7746.9,7766.00
7766,7678.90
7678.9,7540.40
7540.4,7503.80
7503.8,7488.50
7488.5,7112.90
7112.9,6842.50
6842.5,6833.50
6833.5,7122.90
7122.9,7230.80
7230.8,7035.80
7035.8,7085.60
7085.6,6629.10
6629.1,6850.90
6850.9,6841.30
6841.3,6917.60
6917.6,6867.80
6867.8,6863.10
6863.1,7289.00
7289,7361.20
7361.2,7185.20
7185.2,7332.30
7332.3,6772.70
6772.7,6857.40
6857.4,6735.90
6735.9,6800.50
6800.5,6638.50
6638.5,6412.50
6412.5,6391.00
6391,5890.40
5890.4,6233.70
6233.7,6373.40
6373.4,6725.10
6725.1,6678.90
6678.9,6744.60
6744.6,6468.90
6468.9,5822.10
5822.1,6186.20
6186.2,6205.30
6205.3,6172.00
6172,5361.40
5361.4,5261.10
5261.1,5030.00
5030,5366.30
5366.3,5182.70
5182.7,5584.30
5584.3,4826.00
4826,7935.10
7935.1,7891.20
7891.2,7933.00
7933,8034.10
8034.1,8887.80
8887.8,9134.80
9134.8,9060.30
9060.3,8757.90
8757.9,8761.40
8761.4,8904.80
8904.8,8540.00
8540,8543.70
8543.7,8697.50
8697.5,8818.60
8818.6,8800.30
8800.3,9317.20
9317.2,9662.70
9662.7,9942.70
9942.7,9655.70
9655.7,9684.50
9684.5,9602.40
9602.4,9609.40
9609.4,10158.40
10158.4,9701.40
9701.4,9932.30
9932.3,9907.70
9907.7,10333.00
10333,10235.10
10235.1,10317.70
10317.7,10229.50
10229.5,9854.10
9854.1,10151.50
10151.5,9895.50
9895.5,9818.60
9818.6,9772.00
9772,9611.80
9611.8,9193.90
9193.9,9296.60
9296.6,9334.90
9334.9,9381.60
9381.6,9349.10
9349.1,9507.30
9507.3,9298.90
9298.9,9377.30
9377.3,8866.60
8866.6,8607.80
8607.8,8341.60
8341.6,8439.90
8439.9,8405.10
8405.1,8678.50
8678.5,8732.60
8732.6,8641.90
8641.9,8706.20
8706.2,8916.30
8916.3,8913.10
8913.1,8726.90
8726.9,8818.30
8818.3,8829.20
8829.2,8111.40
8111.4,8187.60
8187.6,8024.10
8024.1,8187.10
8187.1,7842.40
7842.4,8059.60
8059.6,8155.70
8155.7,7759.10
7759.1,7372.50
7372.5,7376.80
7376.8,7343.10
7343.1,6967.00
6967,7199.80
7199.8,7196.40
7196.4,7261.80
7261.8,7397.50
7397.5,7321.50
7321.5,7261.70
7261.7,7210.90
7210.9,7224.80
7224.8,7268.30
7268.3,7322.80
7322.8,7495.80
7495.8,7156.20
7156.2,7196.40
7196.4,7165.50
7165.5,7276.00
7276,6613.30
6613.3,6903.50
6903.5,7128.50
7128.5,7080.80
7080.8,7255.20
7255.2,7208.00
7208,7208.00
7208,7235.70
7235.7,7355.80
7355.8,7524.40
7524.4,7510.90
7510.9,7530.80
7530.8,7399.20
7399.2,7204.40
7204.4,7291.80
7291.8,7298.20
7298.2,7396.40
7396.4,7546.60
7546.6,7742.70
7742.7,7426.70
7426.7,7510.60
7510.6,7162.80
7162.8,7115.60
7115.6,6924.70
6924.7,7324.10
7324.1,7272.50
7272.5,7627.90
7627.9,8099.30
8099.3,8145.70
8145.7,8208.40
8208.4,8509.80
8509.8,8497.30
8497.3,8476.30
8476.3,8661.20
8661.2,8783.10
8783.1,8812.60
8812.6,8736.90
8736.9,9036.80
9036.8,8804.50
8804.5,8778.20
8778.2,9223.50
9223.5,9338.90
9338.9,9310.80
9310.8,9396.40
9396.4,9198.30
9198.3,9300.60
9300.6,9230.10
9230.1,9152.60
9152.6,9157.90
9157.9,9411.30
9411.3,9207.20
9207.2,9529.60
9529.6,9230.60
9230.6,8658.30
8658.3,7422.70
7422.7,7477.00
7477,8031.40
8031.4,8208.20
8208.2,8223.40
8223.4,7957.30
7957.3,7948.50
7948.5,8073.30
8073.3,8000.40
8000.4,8167.20
8167.2,8353.30
8353.3,8281.50
8281.5,8304.40
8304.4,8267.80
8267.8,8562.30
8562.3,8566.70
8566.7,8182.90
8182.9,8198.60
8198.6,7881.90
7881.9,8127.30
8127.3,8148.10
8148.1,8226.90
8226.9,8364.10
8364.1,8302.70
8302.7,8284.30
8284.3,8049.10
8049.1,8208.50
8208.5,8184.90
8184.9,8063.80
8063.8,8432.40
8432.4,8513.90
8513.9,9702.20
9702.2,10031.60
10031.6,9993.00
9993,10172.70
10172.7,10250.50
10250.5,10164.70
10164.7,10195.70
10195.7,10255.50
10255.5,10311.50
10311.5,10337.30
10337.3,10342.10
10342.1,10415.10
10415.1,10162.50
10162.5,10105.40
10105.4,10309.00
10309,10402.80
10402.8,10461.10
10461.1,10309.30
10309.3,10566.90
10566.9,10568.20
10568.2,10612.30
10612.3,10348.80
10348.8,9729.30
9729.3,9594.40
9594.4,9585.40
9585.4,9491.00
9491,9729.40
9729.4,10184.80
10184.8,10371.80
10371.8,10136.30
10136.3,10131.00
10131,10388.70
10388.7,10105.00
10105,10141.50
10141.5,10752.60
10752.6,10910.70
10910.7,10312.70
10312.7,10218.10
10218.1,10335.60
10335.6,10303.40
10303.4,10049.40
10049.4,10892.90
10892.9,11394.20
11394.2,11517.20
11517.2,11314.50
11314.5,12089.80
12089.8,12191.60
12191.6,12013.90
12013.9,11480.90
11480.9,11816.80
11816.8,10934.60
10934.6,10815.70
10815.7,10520.10
10520.1,10380.00
10380,10082.00
10082,9580.70
9580.7,9580.90
9580.9,9727.80
9727.8,9492.10
9492.1,9831.00
9831,9945.30
9945.3,9804.30
9804.3,9888.70
9888.7,10412.50
10412.5,10714.40
10714.4,10826.70
10826.7,10571.50
10571.5,10651.40
10651.4,9723.20
9723.2,9424.80
9424.8,10845.90
10845.9,10200.10
10200.1,11364.90
11364.9,11762.10
11762.1,11342.30
11342.3,12110.60
12110.6,12541.50
12541.5,12252.60
12252.6,11415.90
11415.9,11268.00
11268,10970.20
10970.2,11163.10
11163.1,11900.80
11900.8,10835.90
10835.9,10616.60
10616.6,10818.60
10818.6,11906.50
11906.5,12409.10
12409.1,11287.80
11287.8,13063.80
13063.8,11809.90
11809.9,11046.40
11046.4,10897.10
10897.1,10721.70
10721.7,10179.30
10179.3,9517.00
9517,9255.40
9255.4,9080.60
9080.6,9318.80
9318.8,8962.50
8962.5,8812.50
8812.5,8656.10
8656.1,8219.00
8219,8133.10
8133.1,7888.00
7888,7987.80
7987.8,7635.00
7635,7901.40
7901.4,7985.20
7985.2,7784.90
7784.9,7779.10
7779.1,7685.50
7685.5,8124.80
8124.8,8728.60
8728.6,8545.70
8545.7,8558.30
8558.3,8271.90
8271.9,8647.80
8647.8,8716.30
8716.3,8760.10
8760.1,8630.20
8630.2,8027.40
8027.4,7970.10
7970.1,7852.10
7852.1,7635.70
7635.7,7930.30
7930.3,7965.30
7965.3,8157.20
8157.2,7262.60
7262.6,7359.50
7359.5,7871.80
7871.8,8164.60
8164.6,7994.60
7994.6,7806.00
7806,6984.80
6984.8,7190.30
7190.3,6386.00
6386,6191.50
6191.5,5990.30
5990.3,5849.50
5849.5,5745.10
5745.1,5774.90
5774.9,5830.90
5830.9,5766.80
5766.8,5493.80
5493.8,5384.20
5384.2,5320.80
5320.8,5235.00
5235,5302.30
5302.3,5265.90
5265.9,5298.30
5298.3,5209.10
5209.1,5415.60
5415.6,5511.60
5511.6,5346.70
5346.7,5243.50
5243.5,5290.20
5290.2,5241.00
5241,5264.70
5264.7,5208.30
5208.3,5180.90
5180.9,5032.30
5032.3,5134.80
5134.8,5051.80
5051.8,5054.20
5054.2,5022.60
5022.6,5307.80
5307.8,5158.40
5158.4,5245.20
5245.2,5173.60
5173.6,5046.20
5046.2,5010.20
5010.2,4902.40
4902.4,4968.70
4968.7,4859.30
4859.3,4145.10
4145.1,4102.30
4102.3,4111.80
4111.8,4102.20
4102.2,4025.60
4025.6,4041.70
4041.7,3942.80
3942.8,3937.00
3937,3994.70
3994.7,4002.50
4002.5,3990.40
3990.4,3982.20
3982.2,4041.20
4041.2,4017.00
4017,3990.20
3990.2,3981.50
3981.5,4006.40
4006.4,3924.30
3924.3,3879.00
3879,3865.10
3865.1,3886.00
3886,3870.30
3870.3,3915.20
3915.2,3944.30
3944.3,3865.90
3865.9,3875.10
3875.1,3863.00
3863,3857.20
3857.2,3715.90
3715.9,3809.50
3809.5,3823.10
3823.1,3821.90
3821.9,3816.60
3816.6,3814.60
3814.6,3810.30
3810.3,3833.70
3833.7,3755.20
3755.2,4120.40
4120.4,3965.20
3965.2,3936.60
3936.6,3972.40
3972.4,3914.30
3914.3,3896.00
3896,3664.20
3664.2,3616.80
3616.8,3604.70
3604.7,3592.60
3592.6,3611.50
3611.5,3632.00
3632,3631.80
3631.8,3679.00
3679,3661.40
3661.4,3661.70
3661.7,3397.70
3397.7,3404.30
3404.3,3468.40
3468.4,3462.80
3462.8,3459.10
3459.1,3502.50
3502.5,3467.90
3467.9,3437.20
3437.2,3460.00
3460,3414.80
3414.8,3442.80
3442.8,3555.60
3555.6,3570.90
3570.9,3572.00
3572,3574.30
3574.3,3561.50
3561.5,3580.10
3580.1,3536.70
3536.7,3542.30
3542.3,3677.80
3677.8,3605.60
3605.6,3626.40
3626.4,3588.00
3588,3571.30
3571.3,3638.10
3638.1,3490.20
3490.2,3597.20
3597.2,3616.50
3616.5,3603.70
3603.7,3978.00
3978,3971.00
3971,3985.90
3985.9,4004.10
4004.1,3785.40
3785.4,3802.70
3802.7,3780.10
3780.1,3873.80
3873.8,3809.40
3809.4,3709.40
3709.4,3815.00
3815,3706.80
3706.8,3861.60
3861.6,3586.90
3586.9,3793.70
3793.7,3762.50
3762.5,4026.10
4026.1,3944.40
3944.4,3964.40
3964.4,3850.90
3850.9,4076.00
4076,3687.10
3687.1,3668.00
3668,3526.10
3526.1,3247.90
3247.9,3228.70
3228.7,3247.80
3247.8,3315.30
3315.3,3466.10
3466.1,3407.70
3407.7,3460.50
3460.5,3567.50
3567.5,3430.40
3430.4,3422.20
3422.2,3508.60
3508.6,3771.60
3771.6,3958.50
3958.5,3897.80
3897.8,4160.40
4160.4,4196.20
4196.2,4039.70
4039.7,4296.50
4296.5,4265.40
4265.4,3866.50
